hitter_name,team,plate_appearances,games,composite_score,grade,tier,ops,woba,wrc_plus,xwoba,xba,xslg,hard_hit_pct,barrel_pct,k_bb_ratio,avg,hr,rbi,sb,strengths,weaknesses,score_breakdown,rank
Jo Adell,LAA,488,130,72.5,B,Average,0.781,0.334,113,0.38,0.277,0.562,49.1,16.8,4.41,0.235,31,84,4,xwOBA: 0.38; xBA: 0.277; xSLG: 0.562,K:BB: 4.41,"{'OPS': {'value': 0.781, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wOBA': {'value': 0.334, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wRC+': {'value': 113, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'xwOBA': {'value': 0.38, 'percentile_score': 95, 'weight': 0.12, 'contribution': 11.4}, 'xBA': {'value': 0.277, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'xSLG': {'value': 0.562, 'percentile_score': 95, 'weight': 0.1, 'contribution': 9.5}, 'HardHit%': {'value': 49.1, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'Barrel%': {'value': 16.8, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'K:BB': {'value': 4.41, 'percentile_score': 20, 'weight': 0.07, 'contribution': 1.4000000000000001}}",83
Isaac Paredes,HOU,409,94,72.1,B,Average,0.829,0.361,133,0.332,0.244,0.399,33.2,6.3,1.37,0.259,19,50,0,OPS: 0.829; wOBA: 0.361; wRC+: 133,HardHit%: 33.2,"{'OPS': {'value': 0.829, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wOBA': {'value': 0.361, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wRC+': {'value': 133, 'percentile_score': 95, 'weight': 0.15, 'contribution': 14.25}, 'xwOBA': {'value': 0.332, 'percentile_score': 60, 'weight': 0.12, 'contribution': 7.199999999999999}, 'xBA': {'value': 0.244, 'percentile_score': 60, 'weight': 0.1, 'contribution': 6.0}, 'xSLG': {'value': 0.399, 'percentile_score': 60, 'weight': 0.1, 'contribution': 6.0}, 'HardHit%': {'value': 33.2, 'percentile_score': 40, 'weight': 0.08, 'contribution': 3.2}, 'Barrel%': {'value': 6.3, 'percentile_score': 60, 'weight': 0.08, 'contribution': 4.8}, 'K:BB': {'value': 1.37, 'percentile_score': 95, 'weight': 0.07, 'contribution': 6.65}}",84
Brandon Nimmo,NYM,549,131,71.4,B,Average,0.785,0.339,121,0.337,0.264,0.443,50.3,8.9,2.51,0.263,22,78,12,wRC+: 121; xBA: 0.264; xSLG: 0.443,None identified,"{'OPS': {'value': 0.785, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wOBA': {'value': 0.339, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wRC+': {'value': 121, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'xwOBA': {'value': 0.337, 'percentile_score': 60, 'weight': 0.12, 'contribution': 7.199999999999999}, 'xBA': {'value': 0.264, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'xSLG': {'value': 0.443, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'HardHit%': {'value': 50.3, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'Barrel%': {'value': 8.9, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'K:BB': {'value': 2.51, 'percentile_score': 60, 'weight': 0.07, 'contribution': 4.2}}",85
Ian Happ,CHC,558,126,71.0,B,Average,0.747,0.328,112,0.361,0.267,0.465,41.8,10.2,1.68,0.238,19,64,6,xwOBA: 0.361; xBA: 0.267; xSLG: 0.465,None identified,"{'OPS': {'value': 0.747, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wOBA': {'value': 0.328, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wRC+': {'value': 112, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'xwOBA': {'value': 0.361, 'percentile_score': 80, 'weight': 0.12, 'contribution': 9.6}, 'xBA': {'value': 0.267, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'xSLG': {'value': 0.465, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'HardHit%': {'value': 41.8, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'Barrel%': {'value': 10.2, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'K:BB': {'value': 1.68, 'percentile_score': 80, 'weight': 0.07, 'contribution': 5.6000000000000005}}",86
Addison Barger,TOR,424,112,70.7,B,Average,0.761,0.323,106,0.344,0.272,0.487,51.2,12.1,3.91,0.249,18,61,3,xwOBA: 0.344; xBA: 0.272; xSLG: 0.487,K:BB: 3.91,"{'OPS': {'value': 0.761, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wOBA': {'value': 0.323, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wRC+': {'value': 106, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'xwOBA': {'value': 0.344, 'percentile_score': 80, 'weight': 0.12, 'contribution': 9.6}, 'xBA': {'value': 0.272, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'xSLG': {'value': 0.487, 'percentile_score': 95, 'weight': 0.1, 'contribution': 9.5}, 'HardHit%': {'value': 51.2, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'Barrel%': {'value': 12.1, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'K:BB': {'value': 3.91, 'percentile_score': 20, 'weight': 0.07, 'contribution': 1.4000000000000001}}",87
William Contreras,MIL,588,133,70.3,B,Average,0.768,0.336,116,0.339,0.262,0.41,46.9,6.2,1.41,0.26,17,69,6,wRC+: 116; xBA: 0.262; HardHit%: 46.9,None identified,"{'OPS': {'value': 0.768, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wOBA': {'value': 0.336, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wRC+': {'value': 116, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'xwOBA': {'value': 0.339, 'percentile_score': 60, 'weight': 0.12, 'contribution': 7.199999999999999}, 'xBA': {'value': 0.262, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'xSLG': {'value': 0.41, 'percentile_score': 60, 'weight': 0.1, 'contribution': 6.0}, 'HardHit%': {'value': 46.9, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'Barrel%': {'value': 6.2, 'percentile_score': 60, 'weight': 0.08, 'contribution': 4.8}, 'K:BB': {'value': 1.41, 'percentile_score': 95, 'weight': 0.07, 'contribution': 6.65}}",88
Josh Naylor,- - -,524,126,70.0,B,Average,0.786,0.339,118,0.338,0.277,0.435,41.4,6.7,1.68,0.283,16,73,23,wRC+: 118; xBA: 0.277; xSLG: 0.435,None identified,"{'OPS': {'value': 0.786, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wOBA': {'value': 0.339, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wRC+': {'value': 118, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'xwOBA': {'value': 0.338, 'percentile_score': 60, 'weight': 0.12, 'contribution': 7.199999999999999}, 'xBA': {'value': 0.277, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'xSLG': {'value': 0.435, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'HardHit%': {'value': 41.4, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'Barrel%': {'value': 6.7, 'percentile_score': 60, 'weight': 0.08, 'contribution': 4.8}, 'K:BB': {'value': 1.68, 'percentile_score': 80, 'weight': 0.07, 'contribution': 5.6000000000000005}}",89
Dillon Dingler,DET,394,107,69.8,B-,Average,0.76,0.329,110,0.355,0.295,0.484,44.8,9.3,4.91,0.279,12,52,0,xwOBA: 0.355; xBA: 0.295; xSLG: 0.484,K:BB: 4.91,"{'OPS': {'value': 0.76, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wOBA': {'value': 0.329, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wRC+': {'value': 110, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'xwOBA': {'value': 0.355, 'percentile_score': 80, 'weight': 0.12, 'contribution': 9.6}, 'xBA': {'value': 0.295, 'percentile_score': 95, 'weight': 0.1, 'contribution': 9.5}, 'xSLG': {'value': 0.484, 'percentile_score': 95, 'weight': 0.1, 'contribution': 9.5}, 'HardHit%': {'value': 44.8, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'Barrel%': {'value': 9.3, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'K:BB': {'value': 4.91, 'percentile_score': 20, 'weight': 0.07, 'contribution': 1.4000000000000001}}",90
Colt Keith,DET,423,123,69.6,B-,Average,0.753,0.329,110,0.353,0.267,0.463,44.8,9.8,2.09,0.257,12,41,1,xwOBA: 0.353; xBA: 0.267; xSLG: 0.463,None identified,"{'OPS': {'value': 0.753, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wOBA': {'value': 0.329, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wRC+': {'value': 110, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'xwOBA': {'value': 0.353, 'percentile_score': 80, 'weight': 0.12, 'contribution': 9.6}, 'xBA': {'value': 0.267, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'xSLG': {'value': 0.463, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'HardHit%': {'value': 44.8, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'Barrel%': {'value': 9.8, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'K:BB': {'value': 2.09, 'percentile_score': 60, 'weight': 0.07, 'contribution': 4.2}}",91
Vinnie Pasquantino,KCR,573,135,69.6,B-,Average,0.788,0.336,112,0.344,0.27,0.473,43.4,10.2,2.18,0.259,28,94,1,xwOBA: 0.344; xBA: 0.27; xSLG: 0.473,None identified,"{'OPS': {'value': 0.788, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wOBA': {'value': 0.336, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wRC+': {'value': 112, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'xwOBA': {'value': 0.344, 'percentile_score': 80, 'weight': 0.12, 'contribution': 9.6}, 'xBA': {'value': 0.27, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'xSLG': {'value': 0.473, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'HardHit%': {'value': 43.4, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'Barrel%': {'value': 10.2, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'K:BB': {'value': 2.18, 'percentile_score': 60, 'weight': 0.07, 'contribution': 4.2}}",92
Jarren Duran,BOS,598,135,69.4,B-,Average,0.787,0.34,113,0.336,0.259,0.424,47.4,9.9,2.69,0.26,14,76,22,wOBA: 0.34; xSLG: 0.424; HardHit%: 47.4,None identified,"{'OPS': {'value': 0.787, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wOBA': {'value': 0.34, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wRC+': {'value': 113, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'xwOBA': {'value': 0.336, 'percentile_score': 60, 'weight': 0.12, 'contribution': 7.199999999999999}, 'xBA': {'value': 0.259, 'percentile_score': 60, 'weight': 0.1, 'contribution': 6.0}, 'xSLG': {'value': 0.424, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'HardHit%': {'value': 47.4, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'Barrel%': {'value': 9.9, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'K:BB': {'value': 2.69, 'percentile_score': 60, 'weight': 0.07, 'contribution': 4.2}}",93
Mike Tauchman,CHW,337,81,69.0,B-,Average,0.776,0.343,119,0.329,0.256,0.398,40.4,7.3,1.99,0.275,8,37,0,wOBA: 0.343; wRC+: 119; HardHit%: 40.4,None identified,"{'OPS': {'value': 0.776, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wOBA': {'value': 0.343, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wRC+': {'value': 119, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'xwOBA': {'value': 0.329, 'percentile_score': 60, 'weight': 0.12, 'contribution': 7.199999999999999}, 'xBA': {'value': 0.256, 'percentile_score': 60, 'weight': 0.1, 'contribution': 6.0}, 'xSLG': {'value': 0.398, 'percentile_score': 60, 'weight': 0.1, 'contribution': 6.0}, 'HardHit%': {'value': 40.4, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'Barrel%': {'value': 7.3, 'percentile_score': 60, 'weight': 0.08, 'contribution': 4.8}, 'K:BB': {'value': 1.99, 'percentile_score': 80, 'weight': 0.07, 'contribution': 5.6000000000000005}}",94
Andrew McCutchen,PIT,476,117,68.0,B-,Average,0.724,0.318,101,0.35,0.274,0.443,43.5,9.3,1.77,0.246,12,50,1,xwOBA: 0.35; xBA: 0.274; xSLG: 0.443,wOBA: 0.318,"{'OPS': {'value': 0.724, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wOBA': {'value': 0.318, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'wRC+': {'value': 101, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'xwOBA': {'value': 0.35, 'percentile_score': 80, 'weight': 0.12, 'contribution': 9.6}, 'xBA': {'value': 0.274, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'xSLG': {'value': 0.443, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'HardHit%': {'value': 43.5, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'Barrel%': {'value': 9.3, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'K:BB': {'value': 1.77, 'percentile_score': 80, 'weight': 0.07, 'contribution': 5.6000000000000005}}",95
Dansby Swanson,CHC,553,135,68.0,B-,Average,0.723,0.311,101,0.361,0.284,0.51,46.9,11.9,3.88,0.25,21,67,11,xwOBA: 0.361; xBA: 0.284; xSLG: 0.51,wOBA: 0.311; K:BB: 3.88,"{'OPS': {'value': 0.723, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wOBA': {'value': 0.311, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'wRC+': {'value': 101, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'xwOBA': {'value': 0.361, 'percentile_score': 80, 'weight': 0.12, 'contribution': 9.6}, 'xBA': {'value': 0.284, 'percentile_score': 95, 'weight': 0.1, 'contribution': 9.5}, 'xSLG': {'value': 0.51, 'percentile_score': 95, 'weight': 0.1, 'contribution': 9.5}, 'HardHit%': {'value': 46.9, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'Barrel%': {'value': 11.9, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'K:BB': {'value': 3.88, 'percentile_score': 20, 'weight': 0.07, 'contribution': 1.4000000000000001}}",96
Jake Meyers,HOU,322,89,67.9,B-,Average,0.774,0.341,119,0.334,0.281,0.412,38.7,5.1,2.14,0.308,3,21,14,wOBA: 0.341; wRC+: 119; xBA: 0.281,Barrel%: 5.1,"{'OPS': {'value': 0.774, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wOBA': {'value': 0.341, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wRC+': {'value': 119, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'xwOBA': {'value': 0.334, 'percentile_score': 60, 'weight': 0.12, 'contribution': 7.199999999999999}, 'xBA': {'value': 0.281, 'percentile_score': 95, 'weight': 0.1, 'contribution': 9.5}, 'xSLG': {'value': 0.412, 'percentile_score': 60, 'weight': 0.1, 'contribution': 6.0}, 'HardHit%': {'value': 38.7, 'percentile_score': 60, 'weight': 0.08, 'contribution': 4.8}, 'Barrel%': {'value': 5.1, 'percentile_score': 40, 'weight': 0.08, 'contribution': 3.2}, 'K:BB': {'value': 2.14, 'percentile_score': 60, 'weight': 0.07, 'contribution': 4.2}}",97
CJ Abrams,WSN,540,122,67.2,B-,Average,0.775,0.336,115,0.333,0.267,0.435,39.9,8.1,2.86,0.265,17,53,28,wRC+: 115; xBA: 0.267; xSLG: 0.435,K:BB: 2.86,"{'OPS': {'value': 0.775, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wOBA': {'value': 0.336, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wRC+': {'value': 115, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'xwOBA': {'value': 0.333, 'percentile_score': 60, 'weight': 0.12, 'contribution': 7.199999999999999}, 'xBA': {'value': 0.267, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'xSLG': {'value': 0.435, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'HardHit%': {'value': 39.9, 'percentile_score': 60, 'weight': 0.08, 'contribution': 4.8}, 'Barrel%': {'value': 8.1, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'K:BB': {'value': 2.86, 'percentile_score': 40, 'weight': 0.07, 'contribution': 2.8000000000000003}}",98
Miguel Andujar,- - -,304,82,67.0,B-,Average,0.824,0.354,124,0.305,0.263,0.388,35.7,4.9,2.46,0.313,9,40,1,OPS: 0.824; wOBA: 0.354; wRC+: 124,xwOBA: 0.305; Barrel%: 4.9,"{'OPS': {'value': 0.824, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wOBA': {'value': 0.354, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wRC+': {'value': 124, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'xwOBA': {'value': 0.305, 'percentile_score': 40, 'weight': 0.12, 'contribution': 4.8}, 'xBA': {'value': 0.263, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'xSLG': {'value': 0.388, 'percentile_score': 60, 'weight': 0.1, 'contribution': 6.0}, 'HardHit%': {'value': 35.7, 'percentile_score': 60, 'weight': 0.08, 'contribution': 4.8}, 'Barrel%': {'value': 4.9, 'percentile_score': 40, 'weight': 0.08, 'contribution': 3.2}, 'K:BB': {'value': 2.46, 'percentile_score': 60, 'weight': 0.07, 'contribution': 4.2}}",99
Jackson Merrill,SDP,386,92,66.7,B-,Average,0.729,0.315,105,0.357,0.279,0.49,40.3,11.4,2.9,0.261,9,51,1,xwOBA: 0.357; xBA: 0.279; xSLG: 0.49,wOBA: 0.315; K:BB: 2.9,"{'OPS': {'value': 0.729, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wOBA': {'value': 0.315, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'wRC+': {'value': 105, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'xwOBA': {'value': 0.357, 'percentile_score': 80, 'weight': 0.12, 'contribution': 9.6}, 'xBA': {'value': 0.279, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'xSLG': {'value': 0.49, 'percentile_score': 95, 'weight': 0.1, 'contribution': 9.5}, 'HardHit%': {'value': 40.3, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'Barrel%': {'value': 11.4, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'K:BB': {'value': 2.9, 'percentile_score': 40, 'weight': 0.07, 'contribution': 2.8000000000000003}}",100
Jesus Sanchez,- - -,430,112,66.6,B-,Average,0.733,0.318,102,0.341,0.261,0.473,44.6,11.2,2.58,0.253,12,42,9,xwOBA: 0.341; xBA: 0.261; xSLG: 0.473,wOBA: 0.318,"{'OPS': {'value': 0.733, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wOBA': {'value': 0.318, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'wRC+': {'value': 102, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'xwOBA': {'value': 0.341, 'percentile_score': 80, 'weight': 0.12, 'contribution': 9.6}, 'xBA': {'value': 0.261, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'xSLG': {'value': 0.473, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'HardHit%': {'value': 44.6, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'Barrel%': {'value': 11.2, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'K:BB': {'value': 2.58, 'percentile_score': 60, 'weight': 0.07, 'contribution': 4.2}}",101
Brett Baty,NYM,373,111,66.2,B-,Average,0.739,0.32,108,0.337,0.256,0.455,47.2,12.3,2.88,0.249,15,42,7,xSLG: 0.455; HardHit%: 47.2; Barrel%: 12.3,K:BB: 2.88,"{'OPS': {'value': 0.739, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wOBA': {'value': 0.32, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wRC+': {'value': 108, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'xwOBA': {'value': 0.337, 'percentile_score': 60, 'weight': 0.12, 'contribution': 7.199999999999999}, 'xBA': {'value': 0.256, 'percentile_score': 60, 'weight': 0.1, 'contribution': 6.0}, 'xSLG': {'value': 0.455, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'HardHit%': {'value': 47.2, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'Barrel%': {'value': 12.3, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'K:BB': {'value': 2.88, 'percentile_score': 40, 'weight': 0.07, 'contribution': 2.8000000000000003}}",102
Salvador Perez,KCR,539,130,66.2,B-,Average,0.727,0.31,94,0.369,0.284,0.549,46.3,14.9,4.53,0.241,23,77,0,xwOBA: 0.369; xBA: 0.284; xSLG: 0.549,wOBA: 0.31; wRC+: 94; K:BB: 4.53,"{'OPS': {'value': 0.727, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wOBA': {'value': 0.31, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'wRC+': {'value': 94, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'xwOBA': {'value': 0.369, 'percentile_score': 80, 'weight': 0.12, 'contribution': 9.6}, 'xBA': {'value': 0.284, 'percentile_score': 95, 'weight': 0.1, 'contribution': 9.5}, 'xSLG': {'value': 0.549, 'percentile_score': 95, 'weight': 0.1, 'contribution': 9.5}, 'HardHit%': {'value': 46.3, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'Barrel%': {'value': 14.9, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'K:BB': {'value': 4.53, 'percentile_score': 20, 'weight': 0.07, 'contribution': 1.4000000000000001}}",103
Paul Goldschmidt,NYY,475,125,65.8,B-,Average,0.748,0.322,106,0.338,0.275,0.469,41.8,8.5,2.79,0.278,10,43,5,xBA: 0.275; xSLG: 0.469; HardHit%: 41.8,K:BB: 2.79,"{'OPS': {'value': 0.748, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wOBA': {'value': 0.322, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wRC+': {'value': 106, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'xwOBA': {'value': 0.338, 'percentile_score': 60, 'weight': 0.12, 'contribution': 7.199999999999999}, 'xBA': {'value': 0.275, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'xSLG': {'value': 0.469, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'HardHit%': {'value': 41.8, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'Barrel%': {'value': 8.5, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'K:BB': {'value': 2.79, 'percentile_score': 40, 'weight': 0.07, 'contribution': 2.8000000000000003}}",104
Andy Pages,LAD,535,133,65.8,B-,Average,0.78,0.335,115,0.327,0.267,0.442,36.7,8.3,4.26,0.275,23,77,13,wRC+: 115; xBA: 0.267; xSLG: 0.442,K:BB: 4.26,"{'OPS': {'value': 0.78, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wOBA': {'value': 0.335, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wRC+': {'value': 115, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'xwOBA': {'value': 0.327, 'percentile_score': 60, 'weight': 0.12, 'contribution': 7.199999999999999}, 'xBA': {'value': 0.267, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'xSLG': {'value': 0.442, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'HardHit%': {'value': 36.7, 'percentile_score': 60, 'weight': 0.08, 'contribution': 4.8}, 'Barrel%': {'value': 8.3, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'K:BB': {'value': 4.26, 'percentile_score': 20, 'weight': 0.07, 'contribution': 1.4000000000000001}}",105
